NOMBRE,NACIMIENTO,LUGAR_NACIMIENTO,ALTURA,PESO,POSICION,EQUIPO,MIN_JUGADOS,PART_JUGADOS,%_PART_JUGADOS,PART_COMPLETOS,%_PART_COMPL,PART_TITULAR,%_PART_TITU,PART_SUSTITUIDO,%PART_SUSTI,AMARILLA,ROJA,SEGUNDAMARILLA,GOLES,PENALRECIBIDO,GOLPROPIAPUERTA,GOL_ENCONTRA,URL,BLOQUEOS,INTERVENCIONES,RECUPERACIONES,DESPEJES,ENTRADAS,ENTRADASFALLIDOS,TUATU,DUELOEXITO,DUELOFALLIDO,DUEROAEREOEXITO,DUELOAEREOFALLIDO,TIROS,TIROSAPUERTA,ASISTENCIA,REGATES,REGATESFALLIDOS,GOLESDENTROAREA,GOLESFUERAAREA,GOLESIZDA,GOLESDCHA,GOLESPENAL,GOLCABEZA,GOLBALONPARADO,FUERAJUEGO,FALTARECIBIDA,FALTACOMETIDA,PENALCONTRA,MANOS,FALTAXTARJETA,CORNETS_LANZADOS,DUELOS,DUELOS_CUERPO_CUERPO,DUELOSAEREOS,PASES,PASES_CORTOS,PASES_LARGOS,PASES_HUECO,GOLESXTIRO,GOLESXFUERAAREA,GOLESDONTROAREA,GOLPARADO
Cristian Rivero,21-03-1998,Gandía,188 cm,75 kg,Portero,Valencia CF,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/cristian-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cristian Tello Herrera,11-08-1991,Barcelona,178 cm,65 kg,Delantero,Real Betis,771,27,71.05,1,3.7,5,13.16,4,10.53,1,0,0,2,0,0,18,https://www.laliga.com/jugador/c-tello,0,4,42,0,5,3,0,28,31,3,6,12,6,0,13,8,1,1,0.0,0.17,0,0.0,0,0,4,8,0,0,8.0,17,59,50,9,345,258,17,0,0.17,0.08,0.08,0.0
Cucho Hernández,20-04-1999,Pereira,176 cm,73 kg,Delantero,RCD Mallorca,1492,22,57.89,7,31.82,17,44.74,10,26.32,3,1,1,5,0,0,23,https://www.laliga.com/jugador/hernandez,1,10,58,13,8,7,0,138,149,57,58,34,15,1,31,32,5,0,0.0,0.12,0,0.03,0,4,37,16,1,3,5.33,0,287,172,115,418,273,12,0,0.15,0.0,0.15,0.0
Dakonam Ortega Djené,31-12-1991,Dapaong,187 cm,72 kg,Defensa,Getafe CF,3060,34,89.47,34,100.0,34,89.47,0,0.0,5,0,0,0,0,1,34,https://www.laliga.com/jugador/djene,7,34,228,104,31,10,1,166,128,86,66,5,1,0,14,4,0,0,0.0,0.0,0,0.0,0,1,25,41,2,1,8.2,0,294,142,152,1012,583,120,2,0.0,0.0,0.0,0.0
Damián Nicolás Suárez Suárez,27-04-1988,Montevideo,172 cm,61 kg,Defensa,Getafe CF,2598,30,78.95,24,80.0,30,78.95,6,15.79,15,1,0,1,0,0,26,https://www.laliga.com/jugador/damian,2,27,147,35,32,30,0,169,160,40,53,13,5,4,24,15,1,0,0.0,0.08,0,0.0,0,0,48,55,0,0,3.67,77,329,236,93,1044,596,82,2,0.08,0.0,0.08,0.0
Dani García Carrillo,24-05-1990,Zumárraga,180 cm,81 kg,Centrocampista,Athletic Club,3027,36,94.74,32,88.89,33,86.84,1,2.63,11,0,0,0,0,0,35,https://www.laliga.com/jugador/dani-garcia,7,52,202,55,30,29,0,167,185,63,49,11,0,1,10,6,0,0,0.0,0.0,0,0.0,0,0,37,61,2,3,5.55,0,352,240,112,1516,1083,151,1,0.0,0.0,0.0,0.0
Daniel Cardenas lindez,28-03-1997,Terrassa,186 cm,80 kg,Portero,Levante UD,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/dani-cardenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Daniel Carvajal Ramos,11-01-1992,Leganés,173 cm,73 kg,Defensa,Real Madrid,2740,31,81.58,29,93.55,31,81.58,2,5.26,11,0,0,1,1,0,18,https://www.laliga.com/jugador/carvajal,14,36,178,33,46,19,0,147,142,29,33,16,9,5,25,28,1,0,0.0,0.06,0,0.0,0,3,30,42,0,4,3.82,0,289,227,62,1995,1638,90,5,0.06,0.0,0.06,0.0
Daniel José Rodríguez Vázquez,06-06-1988,Betanzos,178 cm,71 kg,Centrocampista,RCD Mallorca,3048,37,97.37,26,70.27,36,94.74,10,26.32,7,0,0,5,3,0,62,https://www.laliga.com/jugador/dani-rodriguez,3,38,183,23,32,27,0,211,260,34,66,34,12,2,47,42,3,2,0.0,0.15,1,0.0,1,6,73,62,0,2,8.86,14,471,371,100,1101,847,65,2,0.15,0.06,0.09,0.03
Daniel Martín,08-07-1998,Gijón,187 cm,76 kg,Portero,Real Betis,530,6,15.79,5,83.33,5,13.16,0,0.0,0,0,0,0,0,0,12,https://www.laliga.com/jugador/dani-2,0,0,47,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,0.0,0,2,0,2,149,74,31,0,0.0,0.0,0.0,0.0
Daniel Parejo Muñoz,16-04-1989,Madrid,182 cm,74 kg,Centrocampista,Valencia CF,3030,35,92.11,30,85.71,35,92.11,5,13.16,4,1,1,8,1,0,49,https://www.laliga.com/jugador/parejo,11,22,243,18,41,27,0,214,155,17,15,26,16,3,38,15,6,2,0.0,0.31,5,0.0,2,3,92,24,1,1,6.0,141,369,337,32,2242,1726,209,7,0.31,0.08,0.23,0.08
Daniel Rebollo,10-12-1999,Lepe,185 cm,77 kg,Portero,Real Betis,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/dani-rebollo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Daniel Vivian,05-07-1999,Vitoria,183 cm,78 kg,Defensa,Athletic Club,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/vivian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Daniel Wass,31-05-1989,Gladsaxe,181 cm,74 kg,Centrocampista,Valencia CF,2731,35,92.11,27,77.14,30,78.95,3,7.89,7,0,0,1,0,0,41,https://www.laliga.com/jugador/wass,5,31,127,76,25,19,0,136,120,51,35,13,4,6,10,8,1,0,0.0,0.08,0,0.0,0,4,32,29,0,0,4.14,1,256,170,86,1306,1012,40,0,0.08,0.0,0.08,0.0
Darío Poveda,13-03-1997,Alicante,185 cm,75 kg,Delantero,Atlético de Madrid,7,1,2.63,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/dario-1,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,4,1,3,5,3,0,0,0.0,0.0,0.0,0.0
Darko Brasanac,12-02-1992,Cajetina,178 cm,73 kg,Centrocampista,C.A. Osasuna,2248,31,81.58,17,54.84,27,71.05,10,26.32,8,0,0,0,1,0,33,https://www.laliga.com/jugador/darko,4,20,129,19,25,20,0,119,184,46,78,18,8,1,8,8,0,0,0.0,0.0,0,0.0,0,4,21,57,0,1,7.13,0,303,179,124,746,531,18,1,0.0,0.0,0.0,0.0
Darwin Machís,07-02-1993,Tucupita,170 cm,68 kg,Delantero,Granada CF,2128,36,94.74,7,19.44,20,52.63,13,34.21,5,0,0,7,0,0,30,https://www.laliga.com/jugador/machis,4,31,98,5,13,10,0,141,159,22,41,53,28,5,54,40,7,0,0.08,0.04,1,0.02,0,12,43,43,0,4,8.6,50,300,237,63,435,299,16,0,0.13,0.0,0.13,0.0
David Costas Cordal,26-03-1995,Vigo,184 cm,71 kg,Defensa,UD Almería,335,6,15.79,3,50.0,3,7.89,0,0.0,1,0,0,0,0,0,10,https://www.laliga.com/jugador/david-costas,3,8,22,12,3,1,0,12,15,6,7,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,2,5,0,0,5.0,0,27,14,13,195,167,8,0,0.0,0.0,0.0,0.0
David García Zubiría,14-02-1994,Pamplona,185 cm,72 kg,Defensa,C.A. Osasuna,2792,32,84.21,31,96.88,31,81.58,0,0.0,7,0,0,0,0,0,48,https://www.laliga.com/jugador/david-garcia-2,16,48,149,118,16,12,0,204,121,162,56,16,5,0,1,1,0,0,0.0,0.0,0,0.0,0,0,14,52,0,1,7.43,0,325,107,218,1254,755,129,1,0.0,0.0,0.0,0.0
David Juncà Reñé,16-11-1993,Gerona,175 cm,67 kg,Defensa,RC Celta,259,3,7.89,2,66.67,3,7.89,1,2.63,1,0,0,0,0,0,7,https://www.laliga.com/jugador/junca,1,2,15,3,5,1,0,18,8,3,0,0,0,0,2,2,0,0,0.0,0.0,0,0.0,0,1,7,5,0,0,5.0,0,26,23,3,117,88,4,0,0.0,0.0,0.0,0.0
David López Silva,09-10-1989,Barcelona,183 cm,81 kg,Centrocampista,RCD Espanyol de Barcelona,2462,32,84.21,20,62.5,29,76.32,9,23.68,3,1,1,4,0,0,40,https://www.laliga.com/jugador/david-lopez,13,35,187,59,20,18,1,143,133,79,59,13,11,2,4,2,4,0,0.0,0.0,0,0.31,0,1,25,33,0,0,11.0,0,276,138,138,1382,1014,92,1,0.31,0.0,0.31,0.0
David Remeseiro Salgueiro,06-07-1994,La Coruña,178 cm,65 kg,Delantero,Valencia CF,1183,20,52.63,1,5.0,14,36.84,13,34.21,5,0,0,1,0,0,15,https://www.laliga.com/jugador/jason,3,18,80,9,20,9,0,100,108,17,25,16,8,4,24,26,1,0,0.0,0.06,0,0.0,0,2,31,24,0,2,4.8,36,208,166,42,304,181,12,3,0.06,0.0,0.06,0.0
David Soria Solís,04-04-1993,Madrid,192 cm,85 kg,Portero,Getafe CF,3420,38,100.0,38,100.0,38,100.0,0,0.0,2,0,0,0,0,1,37,https://www.laliga.com/jugador/david-soria,0,3,360,26,1,1,0,9,4,6,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,2,1,0,1.0,0,13,6,7,1093,83,376,0,0.0,0.0,0.0,0.0
David Timor Copoví,17-10-1989,Carcagente,185 cm,80 kg,Centrocampista,Getafe CF,940,22,57.89,5,22.73,10,26.32,5,13.16,4,0,0,3,0,0,11,https://www.laliga.com/jugador/timor,3,19,47,23,6,3,0,69,54,44,20,15,7,0,4,0,0,3,0.2,0.0,0,0.0,2,0,14,21,0,0,5.25,10,123,59,64,401,194,47,0,0.2,0.2,0.0,0.13
Denís Chéryshev,26-12-1990,Nizhny Novgorod,179 cm,74 kg,Delantero,Valencia CF,918,24,63.16,1,4.17,9,23.68,8,21.05,5,0,0,1,1,0,20,https://www.laliga.com/jugador/cheryshev,1,7,53,5,9,7,0,52,72,12,18,16,7,2,12,13,1,0,0.0,0.06,0,0.0,0,2,13,23,1,3,4.6,0,124,94,30,300,208,7,1,0.06,0.0,0.06,0.0
Denis Suárez Fernández,06-01-1994,Salceda de Caselas,176 cm,69 kg,Centrocampista,RC Celta,1636,26,68.42,7,26.92,20,52.63,13,34.21,3,0,0,1,1,0,21,https://www.laliga.com/jugador/denis-suarez,1,14,85,9,15,7,0,119,153,5,16,13,9,5,60,46,1,0,0.0,0.08,0,0.0,0,0,32,21,0,1,7.0,57,272,251,21,763,593,24,5,0.08,0.0,0.08,0.0
Deyverson Brum Silva Acosta,08-05-1991,Santa Margarida,185 cm,78 kg,Delantero,Sin equipo,204,5,13.16,0,0.0,3,7.89,3,7.89,2,0,0,0,0,0,1,https://www.laliga.com/jugador/deyverson,1,0,11,5,0,0,0,20,29,17,13,4,1,1,3,2,0,0,0.0,0.0,0,0.0,0,1,0,7,0,0,3.5,0,49,19,30,61,27,4,0,0.0,0.0,0.0,0.0
Dídac Vilà Rosselló,09-06-1989,Barcelona,185 cm,74 kg,Defensa,RCD Espanyol de Barcelona,2493,30,78.95,24,80.0,28,73.68,4,10.53,9,0,0,0,0,0,41,https://www.laliga.com/jugador/didac,5,39,116,56,42,32,0,168,157,63,70,13,3,0,9,8,0,0,0.0,0.0,0,0.0,0,2,28,39,0,5,4.33,1,325,192,133,1001,633,59,0,0.0,0.0,0.0,0.0
Diego Alende López,25-08-1997,Santiago de Compostela,180 cm,76 kg,Defensa,Real Valladolid CF,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/diego-alende,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Diego Carlos Santos Silva,15-03-1993,Barra Bonita,185 cm,79 kg,Defensa,Sevilla FC,3135,35,92.11,34,97.14,35,92.11,1,2.63,7,0,0,2,0,1,31,https://www.laliga.com/jugador/diego-carlos,24,37,183,174,23,12,1,148,111,97,60,18,3,0,7,0,2,0,0.06,0.0,0,0.06,0,2,11,46,1,3,6.57,0,259,102,157,1902,1432,169,1,0.11,0.0,0.11,0.0
Diego Da Silva Costa,07-10-1988,Lagarto,188 cm,83 kg,Delantero,Atlético de Madrid,1351,23,60.53,6,26.09,14,36.84,8,21.05,5,0,0,5,0,1,9,https://www.laliga.com/jugador/diego-costa,2,3,29,9,5,4,0,106,150,72,95,32,10,4,10,11,5,0,0.0,0.09,2,0.03,0,19,20,20,0,2,4.0,0,256,89,167,361,240,9,1,0.16,0.0,0.16,0.0
Diego Javier Llorente Ríos,16-08-1993,Madrid,186 cm,75 kg,Defensa,Real Sociedad,2327,29,76.32,23,79.31,27,71.05,4,10.53,5,1,1,1,1,0,33,https://www.laliga.com/jugador/llorente-r,7,28,151,95,14,15,0,123,87,71,55,10,4,1,8,1,1,0,0.0,0.0,0,0.1,0,3,16,21,2,2,4.2,0,210,84,126,1630,1344,79,1,0.1,0.0,0.1,0.0
Diego Lainez,09-06-2000,Villahermosa,168 cm,58 kg,Centrocampista,Real Betis,339,15,39.47,0,0.0,2,5.26,2,5.26,0,0,0,0,0,0,8,https://www.laliga.com/jugador/diego-lainez,0,1,8,1,5,1,0,38,38,2,13,3,2,0,16,8,0,0,0.0,0.0,0,0.0,0,0,14,8,0,2,0.0,1,76,61,15,105,78,1,0,0.0,0.0,0.0,0.0
Diego López Rodríguez,03-11-1981,Lugo,196 cm,89 kg,Portero,RCD Espanyol de Barcelona,3233,36,94.74,36,100.0,36,94.74,0,0.0,3,1,1,0,0,0,58,https://www.laliga.com/jugador/diego-lopez,0,2,347,23,2,0,1,16,2,6,1,0,0,0,3,0,0,0,0.0,0.0,0,0.0,0,0,5,1,0,1,0.33,0,18,11,7,1017,300,251,0,0.0,0.0,0.0,0.0
Dimitri Foulquier,23-03-1993,Sarcelles,183 cm,72 kg,Defensa,Granada CF,1114,17,44.74,10,58.82,12,31.58,2,5.26,4,0,0,1,0,0,12,https://www.laliga.com/jugador/foulquier,3,16,76,25,11,14,0,73,62,15,21,4,2,0,16,5,1,0,0.0,0.25,0,0.0,0,0,17,20,0,0,5.0,0,135,99,36,297,182,8,0,0.25,0.0,0.25,0.0
Dimitrios Siovas,16-09-1988,Drama,192 cm,83 kg,Defensa,CD Leganés,1922,24,63.16,18,75.0,23,60.53,5,13.16,7,0,0,0,0,0,25,https://www.laliga.com/jugador/siovas,1,46,108,68,31,11,0,137,80,80,47,10,4,0,7,1,0,0,0.0,0.0,0,0.0,0,3,9,24,1,0,3.43,0,217,90,127,785,484,63,1,0.0,0.0,0.0,0.0
Domingos de Sousa Coutinho,10-03-1995,Cascais,192 cm,80 kg,Defensa,Granada CF,3086,36,94.74,32,88.89,34,89.47,2,5.26,7,0,0,3,0,0,40,https://www.laliga.com/jugador/domingos-duarte,24,34,107,151,19,11,1,135,104,79,60,10,5,1,5,2,3,0,0.1,0.0,0,0.2,0,4,22,39,3,0,5.57,0,239,100,139,1253,871,104,1,0.3,0.0,0.3,0.0
Dragan Rosic,15-11-1996,Užice,194 cm,- kg,Portero,UD Almería,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/rosic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Eden Hazard,07-01-1991,La Louvière,175 cm,74 kg,Delantero,Real Madrid,1086,16,42.11,3,18.75,14,36.84,11,28.95,0,0,0,1,3,0,5,https://www.laliga.com/jugador/hazard,0,6,61,0,3,4,0,112,85,6,7,18,13,3,49,22,1,0,0.0,0.06,0,0.0,0,2,50,12,0,1,0.0,3,197,184,13,575,471,23,2,0.06,0.0,0.06,0.0
Éder Gabriel Militão,18-01-1998,Sertãozinho,186 cm,79 kg,Defensa,Real Madrid,1018,15,39.47,9,60.0,10,26.32,1,2.63,3,0,0,0,0,0,9,https://www.laliga.com/jugador/e-militao,6,20,51,41,15,10,0,77,41,38,12,1,1,0,1,2,0,0,0.0,0.0,0,0.0,0,2,15,18,0,2,6.0,0,118,68,50,671,550,37,1,0.0,0.0,0.0,0.0
Edgar Antonio Méndez Ortega,02-01-1990,Santa Cruz de Tenerife,187 cm,80 kg,Delantero,Deportivo Alavés,866,16,42.11,4,25.0,10,26.32,6,15.79,3,0,0,1,0,0,18,https://www.laliga.com/jugador/edgar,2,5,45,7,7,4,0,55,82,13,25,6,3,0,13,8,1,0,0.0,0.17,0,0.0,0,11,18,22,0,1,7.33,0,137,99,38,176,107,6,0,0.17,0.0,0.17,0.0
Edgar González,01-04-1997,Sant Joan Despí,193 cm,78 kg,Centrocampista,Real Betis,687,10,26.32,2,20.0,9,23.68,7,18.42,3,0,0,0,0,0,9,https://www.laliga.com/jugador/edgar-1,2,10,30,16,3,5,0,40,37,26,8,4,1,0,2,5,0,0,0.0,0.0,0,0.0,0,0,5,8,1,0,2.67,0,77,43,34,354,292,15,0,0.0,0.0,0.0,0.0
Eduardo Expósito,01-08-1996,Barcelona,178 cm,68 kg,Centrocampista,SD Eibar,2310,35,92.11,19,54.29,24,63.16,5,13.16,3,0,0,4,0,0,34,https://www.laliga.com/jugador/edu-exposito,6,31,191,18,28,24,0,132,154,43,62,27,17,1,20,10,3,1,0.0,0.15,1,0.0,0,0,18,29,0,0,9.67,0,286,181,105,906,670,68,1,0.15,0.04,0.11,0.0
Eliaquim Hans Mangala,13-02-1991,Paris,188 cm,84 kg,Defensa,Valencia CF,674,8,21.05,7,87.5,8,21.05,1,2.63,2,1,1,0,0,0,14,https://www.laliga.com/jugador/mangala,6,7,28,40,4,0,0,22,24,16,12,1,0,0,1,1,0,0,0.0,0.0,0,0.0,0,1,1,13,1,2,6.5,0,46,18,28,286,238,14,0,0.0,0.0,0.0,0.0
Emerson De Souza,14-01-1999,São Paulo,181 cm,79 kg,Centrocampista,Real Betis,2840,33,86.84,29,87.88,32,84.21,3,7.89,11,0,0,3,0,0,49,https://www.laliga.com/jugador/e-royal,9,31,138,45,46,28,0,246,179,65,41,19,5,6,14,30,3,0,0.0,0.11,0,0.05,0,1,95,46,0,2,4.18,0,425,319,106,1265,935,65,3,0.16,0.0,0.16,0.0
Enes Ünal,10-05-1997,Bursa,187 cm,78 kg,Delantero,Villarreal CF,2338,35,92.11,17,48.57,23,60.53,6,15.79,4,0,0,6,3,0,31,https://www.laliga.com/jugador/enes-unal,5,6,65,10,12,8,0,227,286,132,158,49,26,2,26,14,6,0,0.0,0.08,2,0.04,0,19,55,41,0,2,10.25,0,513,223,290,614,374,21,2,0.12,0.0,0.12,0.0
Enis Bardhi,02-07-1995,Skopje,172 cm,67 kg,Centrocampista,Levante UD,2114,30,78.95,16,53.33,23,60.53,7,18.42,5,0,0,7,1,0,34,https://www.laliga.com/jugador/bardhi,4,15,118,16,11,13,0,111,141,6,27,39,19,2,37,20,6,1,0.03,0.15,0,0.0,0,4,45,46,0,5,9.2,35,252,219,33,788,570,36,2,0.18,0.03,0.15,0.0
Enrique Barja,01-04-1997,Noáin,178 cm,69 kg,Delantero,C.A. Osasuna,313,8,21.05,0,0.0,4,10.53,4,10.53,0,0,0,0,0,0,4,https://www.laliga.com/jugador/kike-barja,1,0,23,1,1,0,0,20,30,5,6,5,3,1,10,12,0,0,0.0,0.0,0,0.0,0,0,4,4,0,0,0.0,0,50,39,11,73,52,2,1,0.0,0.0,0.0,0.0
Enrique Gallego Puigsech,12-09-1986,Martorell,190 cm,79 kg,Delantero,C.A. Osasuna,1042,19,50.0,7,36.84,11,28.95,4,10.53,5,1,0,3,0,0,13,https://www.laliga.com/jugador/enric-gallego,2,6,29,8,6,6,0,129,157,103,106,17,8,0,6,6,3,0,0.06,0.0,0,0.12,0,10,11,39,0,1,7.8,0,286,77,209,284,148,3,0,0.18,0.0,0.18,0.0
Enrique García Martínez,25-11-1989,Cuenca,186 cm,79 kg,Delantero,SD Eibar,1771,27,71.05,6,22.22,20,52.63,14,36.84,2,0,0,5,0,0,27,https://www.laliga.com/jugador/kike-g,1,1,56,8,7,6,0,162,264,114,176,45,18,1,8,14,5,0,0.02,0.04,0,0.04,0,14,29,47,0,13,23.5,0,426,136,290,483,308,6,0,0.11,0.0,0.11,0.0
Enrique González Casín,16-05-1990,Valladolid,177 cm,78 kg,Delantero,SD Eibar,482,15,39.47,2,13.33,4,10.53,2,5.26,0,0,0,0,0,0,8,https://www.laliga.com/jugador/quique,0,0,15,3,2,1,0,50,51,32,37,9,1,1,5,3,0,0,0.0,0.0,0,0.0,0,3,13,10,0,1,0.0,0,101,32,69,122,78,3,0,0.0,0.0,0.0,0.0
Enrique Pérez Muñoz,14-02-1997,Gálvez,184 cm,80 kg,Centrocampista,Real Valladolid CF,216,6,15.79,1,16.67,2,5.26,1,2.63,1,0,0,0,0,0,4,https://www.laliga.com/jugador/kike-1,0,10,13,4,1,5,0,22,24,4,4,4,0,0,7,6,0,0,0.0,0.0,0,0.0,0,0,6,8,0,0,8.0,0,46,38,8,97,81,5,0,0.0,0.0,0.0,0.0
Erick Cathriel Cabaco Almada,19-04-1995,Montevideo,185 cm,84 kg,Defensa,Getafe CF,1075,15,39.47,9,60.0,12,31.58,3,7.89,4,0,0,0,0,0,12,https://www.laliga.com/jugador/erick-cabaco,8,15,61,60,11,4,0,58,42,31,24,3,0,0,4,1,0,0,0.0,0.0,0,0.0,0,0,8,14,0,0,3.5,0,100,45,55,485,285,68,0,0.0,0.0,0.0,0.0
Esteban Rodrigo Burgos,09-01-1992,Salta,190 cm,80 kg,Defensa,SD Eibar,1115,15,39.47,11,73.33,11,28.95,0,0.0,3,0,0,1,0,0,16,https://www.laliga.com/jugador/e-burgos,6,17,57,65,9,2,0,49,26,30,14,2,1,0,4,1,1,0,0.0,0.5,0,0.0,0,0,4,8,0,1,2.67,0,75,31,44,390,187,57,0,0.5,0.0,0.5,0.0
Eteki Yan Brice,26-08-1997,Yaoundé,180 cm,70 kg,Centrocampista,Granada CF,1501,28,73.68,6,21.43,18,47.37,12,31.58,4,0,0,0,0,0,22,https://www.laliga.com/jugador/yan-eteki,4,24,101,18,21,16,0,113,121,28,30,6,0,0,18,12,0,0,0.0,0.0,0,0.0,0,0,32,51,0,1,12.75,0,234,176,58,409,297,19,0,0.0,0.0,0.0,0.0
Fabián Ariel Orellana Valenzuela,27-01-1986,Santiago de Chile,170 cm,64 kg,Delantero,Sin equipo,2396,29,76.32,20,68.97,28,73.68,8,21.05,9,1,0,8,1,0,46,https://www.laliga.com/jugador/orellana,0,20,145,1,18,11,0,167,265,17,50,33,20,7,69,69,7,1,0.0,0.21,4,0.03,0,9,54,21,0,3,2.33,76,432,365,67,884,638,42,1,0.24,0.03,0.21,0.0
Facundo Roncaglia,10-02-1987,Chajar,179 cm,76 kg,Defensa,C.A. Osasuna,1282,16,42.11,13,81.25,15,39.47,2,5.26,2,2,1,1,0,0,21,https://www.laliga.com/jugador/roncaglia,3,22,106,39,20,4,0,88,56,35,29,2,2,0,18,3,0,1,0.0,0.5,0,0.0,0,0,13,17,2,2,8.5,0,144,80,64,514,342,49,0,0.5,0.5,0.0,0.0
Fayçal Fajr,01-08-1988,Rouen,178 cm,72 kg,Centrocampista,Getafe CF,402,10,26.32,2,20.0,5,13.16,3,7.89,2,0,0,0,0,0,6,https://www.laliga.com/jugador/f-fajr,0,4,19,0,1,0,0,16,21,10,11,7,3,0,1,0,0,0,0.0,0.0,0,0.0,0,0,5,3,0,0,1.5,20,37,16,21,158,78,29,0,0.0,0.0,0.0,0.0
Federico San Emeterio,16-03-1997,Sierra de Ibio,174 cm,68 kg,Centrocampista,Real Valladolid CF,1752,25,65.79,14,56.0,20,52.63,6,15.79,4,0,0,0,0,0,20,https://www.laliga.com/jugador/fede-s,8,28,85,13,13,13,0,83,85,32,35,2,1,0,2,0,0,0,0.0,0.0,0,0.0,0,0,25,32,0,5,8.0,0,168,101,67,680,497,48,0,0.0,0.0,0.0,0.0
Federico Valverde,22-07-1998,Montevideo,182 cm,78 kg,Centrocampista,Real Madrid,1906,33,86.84,10,30.3,21,55.26,11,28.95,1,0,0,2,0,0,12,https://www.laliga.com/jugador/valverde-1,4,21,113,12,19,19,0,92,93,25,18,17,11,5,19,8,0,2,0.0,0.12,0,0.0,0,0,10,25,0,1,25.0,0,185,142,43,1080,905,48,5,0.12,0.12,0.0,0.0
Federico Vico Villegas,04-07-1994,Córdoba,176 cm,70 kg,Delantero,Granada CF,879,18,47.37,1,5.56,11,28.95,10,26.32,1,0,0,2,0,0,14,https://www.laliga.com/jugador/f-vico,1,5,49,2,1,4,0,42,52,8,11,9,3,1,13,10,1,1,0.22,0.0,1,0.0,1,1,16,8,0,0,8.0,21,94,75,19,303,212,13,1,0.22,0.11,0.11,0.11
Felipe Augusto de Almeida,16-05-1989,Mogi das Cruzes,190 cm,83 kg,Defensa,Atlético de Madrid,2099,25,65.79,23,92.0,23,60.53,0,0.0,7,0,0,1,0,0,20,https://www.laliga.com/jugador/felipe-1,13,40,99,125,19,8,0,137,76,95,34,16,5,0,4,2,1,0,0.0,0.0,0,0.06,0,1,14,30,1,0,4.29,0,213,84,129,921,647,60,0,0.06,0.0,0.06,0.0
Ferland Mendy,08-06-1995,Meulan-En-Yvelines,180 cm,73 kg,Defensa,Real Madrid,1806,25,65.79,19,76.0,19,50.0,0,0.0,6,1,1,1,1,0,11,https://www.laliga.com/jugador/f-mendy,5,22,97,24,26,6,0,136,84,26,20,7,3,2,49,20,1,0,0.14,0.0,0,0.0,0,1,29,25,0,1,4.17,0,220,174,46,1009,837,50,0,0.14,0.0,0.14,0.0
Fernando Calero Villa,14-09-1995,Boecillo,183 cm,71 kg,Defensa,RCD Espanyol de Barcelona,1044,15,39.47,10,66.67,12,31.58,2,5.26,4,1,0,0,0,0,21,https://www.laliga.com/jugador/calero,5,8,49,42,9,5,0,35,38,14,21,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,6,7,0,0,1.75,0,73,38,35,593,476,32,0,0.0,0.0,0.0,0.0
